CustomerID,Gender,Region,Age,PurchaseAmount,PurchaseQuantity,ProductCategory
CUST10065,Female,North,32.0,192.51,1.0,Home
CUST10066,Male,West,47.0,144.15,2.0,Clothing
CUST10067,Female,West,44.0,155.75,4.0,Sports
CUST10068,Male,North,21.0,126.89,4.0,Clothing
CUST10069,nan,West,,289.94,4.0,Electronics
CUST10070,Female,South,15.0,72.52,3.0,Groceries
CUST10071,Male,East,35.0,4.79,4.0,Groceries
CUST10072,Male,South,,152.6,2.0,Sports
CUST10073,Female,North,26.0,153.32,2.0,Clothing
CUST10074,Female,North,27.0,219.2,1.0,Home
CUST10075,Female,West,43.0,169.53,1.0,Home
CUST10076,Female,South,20.0,229.86,,Home
CUST10077,Male,South,29.0,,5.0,Electronics
CUST10078,Male,North,41.0,371.82,0.0,Electronics
CUST10079,Male,South,29.0,,2.0,Home
CUST10080,Female,North,33.0,123.51,1.0,Sports
CUST10081,Female,South,42.0,334.79,2.0,Electronics
CUST10082,Male,South,39.0,302.32,2.0,Electronics
CUST10083,Male,South,38.0,0.0,0.0,Groceries
CUST10084,Male,North,32.0,21.74,1.0,Groceries
CUST10085,Male,West,39.0,155.79,5.0,Sports
CUST10086,Female,South,34.0,269.26,1.0,Electronics
CUST10087,Female,North,40.0,324.46,4.0,Electronics
CUST10088,Female,North,,86.96,1.0,Clothing
CUST10089,Male,South,33.0,134.96,1.0,Sports
CUST10090,Male,South,25.0,154.97,1.0,Sports
CUST10091,Female,West,35.0,112.86,2.0,Clothing
CUST10092,Female,North,27.0,,1.0,Clothing
CUST10093,Female,North,24.0,79.97,0.0,Groceries
CUST10094,Female,East,38.0,160.18,0.0,Sports
CUST10095,Female,North,37.0,168.11,1.0,Sports
CUST10096,Female,West,43.0,108.65,1.0,Clothing
CUST10097,Male,East,31.0,168.47,2.0,Home
CUST10098,Male,East,39.0,177.34,4.0,Home
CUST10099,Male,East,,25.25,1.0,Groceries
CUST10100,Male,South,39.0,225.19,3.0,Home
CUST10101,Female,South,27.0,209.03,1.0,Home
CUST10102,Male,North,36.0,227.82,1.0,Home
CUST10103,Female,East,39.0,348.14,0.0,Electronics
CUST10104,Female,West,35.0,65.46,2.0,Groceries
CUST10105,Male,South,14.0,109.78,6.0,Clothing
CUST10106,Male,West,37.0,229.98,3.0,Home
CUST10107,Female,West,57.0,307.12,1.0,Electronics
CUST10108,Male,South,,268.87,2.0,Home
CUST10109,Male,South,28.0,338.55,2.0,Electronics
CUST10110,Male,South,39.0,49.71,2.0,Groceries
CUST10111,Male,South,38.0,136.38,3.0,Home
CUST10112,Female,East,47.0,287.94,1.0,Electronics
CUST10113,Female,East,22.0,165.2,2.0,Sports
CUST10114,Female,East,42.0,121.29,1.0,Sports
CUST10115,Female,East,41.0,308.93,1.0,Electronics
CUST10116,Female,North,34.0,176.64,0.0,Home
CUST10117,Male,East,38.0,154.49,4.0,Home
CUST10118,Female,South,45.0,33.44,2.0,Groceries
CUST10119,Female,West,44.0,82.13,2.0,Groceries
CUST10120,Female,East,24.0,122.02,0.0,Clothing
CUST10121,Female,North,43.0,49.71,1.0,Groceries
CUST10122,Male,South,34.0,191.38,1.0,Home
CUST10123,Male,West,36.0,130.87,2.0,Clothing
CUST10124,Male,West,36.0,26.7,1.0,Groceries
CUST10125,Male,East,33.0,280.18,1.0,Electronics
CUST10126,Female,West,,162.85,2.0,Sports
CUST10127,Female,East,34.0,55.28,2.0,Groceries
CUST10128,Male,East,,90.17,2.0,Groceries
CUST10129,Female,South,31.0,299.36,2.0,Electronics
CUST10130,Male,South,37.0,229.04,1.0,Home
CUST10131,Male,North,47.0,302.3,0.0,Electronics
CUST10132,Male,South,41.0,24.18,6.0,Groceries
CUST10133,Male,South,26.0,168.92,1.0,Home
CUST10134,Female,East,60.0,,3.0,Clothing
CUST10135,Male,South,38.0,24.26,2.0,Groceries
CUST10136,Female,East,,313.64,3.0,Electronics
CUST10137,Female,East,33.0,92.42,3.0,Clothing
CUST10138,Male,South,40.0,115.71,2.0,Sports
CUST10139,nan,North,,103.6,3.0,Clothing
CUST10140,nan,North,47.0,291.69,2.0,Electronics
CUST10141,Male,West,46.0,97.87,3.0,Clothing
CUST10142,Female,West,44.0,279.52,5.0,Electronics
CUST10143,Male,South,32.0,22.7,1.0,Groceries
CUST10144,Male,North,,221.39,3.0,Home
CUST10145,Male,East,38.0,95.09,1.0,Sports
CUST10146,Female,West,44.0,263.08,,Home
CUST10147,Female,East,33.0,202.78,0.0,Home
CUST10148,Male,West,46.0,234.32,2.0,Home
CUST10149,Male,South,,328.06,1.0,Electronics
CUST10150,Female,North,26.0,329.07,2.0,Electronics
CUST10151,Male,West,27.0,,2.0,Sports
CUST10152,Male,North,,348.36,1.0,Electronics
CUST10153,Female,East,38.0,304.62,0.0,Electronics
CUST10154,nan,South,30.0,263.6,,Electronics
CUST10155,Male,North,49.0,354.5,2.0,Electronics
CUST10156,Female,South,39.0,83.77,3.0,Groceries
CUST10157,Female,North,35.0,103.99,2.0,Sports
CUST10158,Male,East,21.0,311.52,1.0,Electronics
CUST10159,Female,East,22.0,139.81,0.0,Sports
CUST10160,Male,South,38.0,64.63,4.0,Clothing
CUST10161,Female,East,14.0,7.55,3.0,Groceries
CUST10162,Female,West,45.0,325.43,3.0,Electronics
CUST10163,Female,North,33.0,73.9,1.0,Groceries
CUST10164,Male,East,67.0,83.12,1.0,Groceries
CUST10165,Female,West,58.0,134.64,0.0,Clothing
CUST10166,Male,South,,143.83,0.0,Sports
CUST10167,Male,West,34.0,31.85,2.0,Groceries
CUST10168,Male,South,45.0,225.79,5.0,Home
CUST10169,Female,South,,119.31,4.0,Clothing
CUST10170,Female,North,19.0,302.56,1.0,Home
CUST10171,Male,North,17.0,53.44,1.0,Clothing
CUST10172,Female,West,29.0,253.78,2.0,Home
CUST10173,Male,North,41.0,153.82,3.0,Home
CUST10174,Female,North,40.0,93.01,2.0,Groceries
CUST10175,Male,North,46.0,83.57,0.0,Groceries
CUST10176,Female,West,23.0,72.17,1.0,Clothing
CUST10177,Male,East,12.0,162.35,3.0,Sports
CUST10178,Female,North,44.0,0.0,2.0,Groceries
CUST10179,Male,North,27.0,56.57,1.0,Groceries
CUST10180,Male,West,15.0,269.89,3.0,Electronics
CUST10181,Male,East,36.0,60.97,1.0,Groceries
CUST10182,Female,North,43.0,126.92,4.0,Sports
CUST10183,Female,South,34.0,288.68,1.0,Electronics
CUST10184,Male,West,30.0,166.6,2.0,Home
CUST10185,Female,North,33.0,215.04,0.0,Home
CUST10186,Female,North,31.0,260.99,1.0,Electronics
CUST10187,Female,South,22.0,296.07,0.0,Electronics
CUST10188,Female,South,28.0,255.72,3.0,Electronics
CUST10189,Male,West,,93.58,0.0,Clothing
CUST10190,Male,West,38.0,129.92,3.0,Sports
CUST10191,Female,South,,136.0,1.0,Sports
CUST10192,Female,West,25.0,187.33,4.0,Home
CUST10193,Female,South,33.0,191.93,,Home
CUST10194,Male,North,,173.43,0.0,Home
CUST10195,Male,South,37.0,39.1,3.0,Groceries
CUST10196,Female,South,,208.45,2.0,Home
CUST10197,Female,East,20.0,301.8,2.0,Electronics
CUST10198,Female,South,29.0,254.62,0.0,Home
CUST10199,Female,South,38.0,289.77,1.0,Electronics
CUST10200,Female,East,48.0,111.02,1.0,Clothing
CUST10201,Male,West,31.0,51.69,2.0,Groceries
CUST10202,Male,East,28.0,16.25,4.0,Groceries
CUST10203,Female,North,,152.28,5.0,Sports
CUST10204,Female,East,36.0,49.86,3.0,Clothing
CUST10205,Male,North,55.0,325.53,1.0,Electronics
CUST10206,Male,West,38.0,89.35,2.0,Clothing
CUST10207,Female,East,35.0,43.27,4.0,Groceries
CUST10208,Male,East,38.0,323.6,0.0,Electronics
CUST10209,Male,West,35.0,84.18,2.0,Clothing
CUST10210,Female,North,,29.95,0.0,Groceries
CUST10211,Female,East,43.0,236.98,4.0,Electronics
CUST10212,Female,North,37.0,348.18,3.0,Electronics
CUST10213,Male,East,35.0,64.25,1.0,Groceries
CUST10214,Female,South,25.0,305.6,2.0,Electronics
CUST10215,Male,East,,4.23,2.0,Groceries
CUST10216,Male,West,42.0,,4.0,Home
CUST10217,Female,West,29.0,208.99,2.0,Home
CUST10218,Female,North,45.0,296.42,2.0,Electronics
CUST10219,Female,East,30.0,312.63,4.0,Electronics
CUST10220,Female,North,27.0,43.56,0.0,Groceries
CUST10221,Female,North,27.0,344.03,3.0,Electronics
CUST10222,Male,South,,132.56,4.0,Sports
CUST10223,Male,South,40.0,,2.0,Home
CUST10224,Male,West,17.0,311.45,2.0,Electronics
CUST10225,Male,North,23.0,334.8,4.0,Electronics
CUST10226,nan,West,14.0,79.58,3.0,Clothing
CUST10227,Male,East,34.0,291.68,1.0,Electronics
CUST10228,Female,North,33.0,143.38,4.0,Sports
CUST10229,Female,North,32.0,213.13,0.0,Home
CUST10230,Female,East,25.0,121.42,3.0,Clothing
CUST10231,Female,East,23.0,12.18,0.0,Groceries
CUST10232,Female,West,40.0,96.94,0.0,Groceries
CUST10233,Female,West,29.0,180.74,0.0,Home
CUST10234,Male,East,38.0,63.21,1.0,Groceries
CUST10235,Female,West,26.0,,1.0,Sports
CUST10236,Male,East,37.0,259.42,2.0,Electronics
CUST10237,Male,North,48.0,197.8,0.0,Home
CUST10238,Female,North,41.0,63.48,4.0,Clothing
CUST10239,Male,South,31.0,251.58,3.0,Electronics
CUST10240,Female,North,38.0,56.92,2.0,Groceries
CUST10241,Female,East,33.0,43.69,2.0,Groceries
CUST10242,Female,West,35.0,110.48,2.0,Clothing
CUST10243,Male,South,32.0,159.42,0.0,Sports
CUST10244,Male,West,33.0,85.03,1.0,Clothing
CUST10245,Female,East,37.0,206.79,2.0,Home
CUST10246,Male,North,25.0,107.47,0.0,Clothing
CUST10247,nan,South,25.0,64.17,1.0,Groceries
CUST10248,nan,East,21.0,,4.0,Sports
CUST10249,Female,South,19.0,114.63,4.0,Sports
CUST10250,Male,South,23.0,89.63,0.0,Clothing
CUST10251,Male,North,,211.13,1.0,Home
CUST10252,Female,East,26.0,20.83,2.0,Groceries
CUST10253,Male,West,40.0,255.59,3.0,Electronics
CUST10254,Male,South,35.0,184.08,2.0,Sports
CUST10255,Female,South,15.0,153.45,1.0,Clothing
CUST10256,Female,West,42.0,259.81,1.0,Home
CUST10257,Female,East,43.0,208.47,5.0,Home
CUST10258,Female,South,25.0,85.42,3.0,Groceries
CUST10259,Male,South,39.0,145.77,1.0,Sports
CUST10260,Female,South,26.0,60.53,2.0,Groceries
CUST10261,nan,East,36.0,320.28,0.0,Electronics
CUST10262,Male,East,22.0,308.93,2.0,Electronics
CUST10263,Female,West,17.0,275.28,0.0,Electronics
CUST10264,Female,East,31.0,234.48,1.0,Home
CUST10265,Female,East,,188.68,0.0,Sports
CUST10266,Female,North,31.0,61.32,,Groceries
CUST10267,Female,West,23.0,0.0,,Groceries
CUST10268,Male,South,31.0,290.88,2.0,Electronics
CUST10269,Male,East,,169.43,0.0,Sports
CUST10270,Female,South,35.0,110.44,1.0,Sports
CUST10271,Female,South,37.0,132.61,1.0,Clothing
CUST10272,Female,North,28.0,174.35,0.0,Sports
CUST10273,Female,East,47.0,125.36,5.0,Sports
CUST10274,Female,West,23.0,,2.0,Groceries
CUST10275,Female,East,40.0,125.82,2.0,Sports
CUST10276,Female,South,47.0,73.25,1.0,Sports
CUST10277,Female,West,40.0,41.96,2.0,Groceries
CUST10278,Female,East,33.0,194.13,0.0,Sports
CUST10279,Female,South,30.0,58.67,2.0,Groceries
CUST10280,Female,South,45.0,103.88,2.0,Clothing
CUST10281,Male,North,21.0,190.02,3.0,Home
CUST10282,Male,North,25.0,58.26,2.0,Groceries
CUST10283,Male,North,31.0,12.95,1.0,Groceries
CUST10284,Female,South,47.0,186.97,4.0,Sports
CUST10285,Male,East,39.0,67.82,2.0,Groceries
CUST10286,Male,North,,328.28,1.0,Electronics
CUST10287,Female,East,32.0,267.87,0.0,Electronics
CUST10288,Male,North,29.0,86.27,2.0,Clothing
CUST10289,Female,West,28.0,24.6,3.0,Groceries
CUST10290,Male,West,45.0,159.27,3.0,Sports
CUST10291,Male,North,21.0,183.92,,Sports
CUST10292,Female,South,51.0,140.91,4.0,Home
CUST10293,Male,North,43.0,139.69,6.0,Clothing
CUST10294,Male,North,46.0,152.66,1.0,Sports
CUST10295,Female,South,30.0,209.94,3.0,Home
CUST10296,Female,West,34.0,112.67,1.0,Sports
CUST10297,Male,East,21.0,188.33,2.0,Home
CUST10298,Female,North,30.0,255.42,0.0,Electronics
CUST10299,Male,South,40.0,311.02,2.0,Electronics
CUST10300,Male,North,48.0,141.67,2.0,Sports
CUST10301,Female,South,24.0,116.37,3.0,Clothing
CUST10302,Female,East,31.0,61.8,2.0,Groceries
CUST10303,Female,East,33.0,94.44,5.0,Clothing
CUST10304,Female,West,21.0,148.3,2.0,Clothing
CUST10305,nan,South,41.0,22.29,4.0,Groceries
CUST10306,Female,South,28.0,331.85,1.0,Electronics
CUST10307,Male,West,33.0,292.74,1.0,Electronics
CUST10308,Female,West,30.0,82.73,0.0,Groceries
CUST10309,Male,South,27.0,177.15,0.0,Home
CUST10310,Male,West,35.0,90.09,0.0,Clothing
CUST10311,Male,East,33.0,186.82,1.0,Sports
CUST10312,Male,North,31.0,274.02,2.0,Electronics
CUST10313,nan,East,28.0,149.62,0.0,Sports
CUST10314,Female,West,,33.26,3.0,Groceries
CUST10315,Female,South,52.0,,1.0,Sports
CUST10316,Male,South,36.0,97.78,1.0,Sports
CUST10317,Male,East,,110.59,3.0,Clothing
CUST10318,Male,South,21.0,111.55,2.0,Groceries
CUST10319,Male,West,37.0,153.24,0.0,Sports
CUST10320,Female,East,24.0,306.99,4.0,Electronics
CUST10321,Female,South,20.0,0.93,2.0,Groceries
CUST10322,Female,North,28.0,369.44,2.0,Electronics
CUST10323,Male,North,,206.22,2.0,Home
CUST10324,Female,West,45.0,115.75,3.0,Sports
CUST10325,Female,South,37.0,73.08,3.0,Groceries
CUST10326,Female,West,20.0,274.21,4.0,Electronics
CUST10327,Female,East,33.0,188.46,3.0,Sports
CUST10328,Male,North,38.0,104.52,3.0,Clothing
CUST10329,Male,East,37.0,329.05,1.0,Electronics
CUST10330,Male,South,17.0,348.62,2.0,Electronics
CUST10331,Female,West,26.0,,3.0,Home
CUST10332,Male,West,34.0,113.2,3.0,Clothing
CUST10333,Male,West,40.0,232.26,2.0,Home
CUST10334,Male,East,13.0,94.75,4.0,Clothing
CUST10335,Male,North,33.0,323.28,4.0,Electronics
CUST10336,Female,East,36.0,198.38,4.0,Home
CUST10337,Female,East,43.0,127.71,1.0,Sports
CUST10338,Male,South,,91.35,1.0,Clothing
CUST10339,Male,South,41.0,275.26,2.0,Electronics
CUST10340,Female,South,27.0,56.83,1.0,Groceries
CUST10341,Male,North,16.0,84.16,2.0,Clothing
CUST10342,Male,North,31.0,123.54,1.0,Clothing
CUST10343,Male,South,45.0,148.57,2.0,Sports
CUST10344,Male,South,,66.11,4.0,Clothing
CUST10345,Female,North,42.0,98.92,1.0,Clothing
CUST10346,Female,West,,147.79,2.0,Sports
CUST10347,Male,North,39.0,117.57,2.0,Sports
CUST10348,Male,North,29.0,171.38,1.0,Home
CUST10349,Female,North,34.0,283.99,3.0,Electronics
CUST10350,Female,South,52.0,328.71,4.0,Electronics
CUST10351,Female,West,26.0,199.86,1.0,Home
CUST10352,Female,North,51.0,307.2,1.0,Electronics
CUST10353,Male,South,32.0,84.01,0.0,Clothing
CUST10354,Male,East,48.0,241.29,2.0,Home
CUST10355,Female,East,,178.49,3.0,Home
CUST10356,Male,North,41.0,279.94,2.0,Electronics
CUST10357,Female,East,,91.16,3.0,Groceries
CUST10358,Female,West,21.0,354.82,1.0,Electronics
CUST10359,Female,East,37.0,107.56,1.0,Groceries
CUST10360,Male,East,45.0,208.48,4.0,Home
CUST10361,Female,West,27.0,,,Groceries
CUST10362,Male,North,20.0,57.7,1.0,Clothing
CUST10363,Female,North,34.0,135.62,1.0,Sports
CUST10364,Female,West,34.0,38.97,2.0,Groceries
CUST10365,Male,West,40.0,169.24,4.0,Sports
CUST10366,nan,West,44.0,32.14,2.0,Clothing
CUST10367,Female,East,34.0,189.95,9.0,Sports
CUST10368,Male,West,54.0,95.9,1.0,Clothing
CUST10369,Male,South,37.0,163.48,4.0,Sports
CUST10370,Male,East,32.0,215.18,3.0,Sports
CUST10371,Male,North,19.0,299.57,2.0,Electronics
CUST10372,Male,North,32.0,71.99,1.0,Groceries
CUST10373,Female,North,32.0,129.12,2.0,Sports
CUST10374,Male,East,45.0,206.54,3.0,Home
CUST10375,Male,South,40.0,288.7,3.0,Electronics
CUST10376,Female,West,23.0,80.69,4.0,Groceries
CUST10377,Male,West,37.0,286.03,2.0,Electronics
CUST10378,Female,North,42.0,0.0,2.0,Groceries
CUST10379,Male,North,50.0,108.96,2.0,Clothing
CUST10380,Male,East,,89.38,1.0,Sports
CUST10381,Female,South,43.0,,3.0,Home
CUST10382,Female,West,36.0,259.15,1.0,Electronics
CUST10383,Female,East,,263.46,1.0,Electronics
CUST10384,Female,West,47.0,275.52,0.0,Electronics
CUST10385,Female,North,22.0,363.64,3.0,Electronics
CUST10386,Male,West,32.0,97.37,4.0,Sports
CUST10387,Male,South,27.0,129.67,1.0,Groceries
CUST10388,Female,South,39.0,173.41,2.0,Sports
CUST10389,Female,North,47.0,,7.0,Clothing
CUST10390,nan,South,29.0,161.46,1.0,Sports
CUST10391,Male,South,,217.94,1.0,Sports
CUST10392,Male,East,31.0,89.44,3.0,Clothing
CUST10393,Female,West,44.0,142.18,1.0,Sports
CUST10394,Male,North,40.0,52.31,0.0,Groceries
CUST10395,Female,North,39.0,181.41,0.0,Home
CUST10396,Female,North,32.0,134.68,2.0,Clothing
CUST10397,Male,North,22.0,282.12,0.0,Electronics
CUST10398,Female,North,40.0,32.89,1.0,Groceries
CUST10399,Female,South,27.0,198.53,4.0,Home
CUST10400,Male,East,57.0,76.85,0.0,Groceries
CUST10401,Female,North,41.0,65.77,1.0,Groceries
CUST10402,Female,East,29.0,382.76,2.0,Electronics
CUST10403,Female,East,,191.85,5.0,Home
CUST10404,Male,South,34.0,89.37,3.0,Groceries
CUST10405,Female,North,33.0,252.53,2.0,Electronics
CUST10406,Male,South,46.0,73.42,,Clothing
CUST10407,Male,North,37.0,299.28,1.0,Electronics
CUST10408,Female,South,28.0,204.91,3.0,Sports
CUST10409,Male,East,54.0,310.77,3.0,Electronics
CUST10410,Male,North,35.0,291.11,2.0,Electronics
CUST10411,Female,West,43.0,325.37,0.0,Electronics
CUST10412,Female,East,29.0,0.0,5.0,Groceries
CUST10413,Female,West,39.0,207.28,1.0,Home
CUST10414,Female,East,38.0,293.42,1.0,Electronics
CUST10415,Male,South,16.0,343.5,4.0,Electronics
CUST10416,Male,North,55.0,166.04,2.0,Sports
CUST10417,Male,East,48.0,145.36,4.0,Sports
CUST10418,Female,South,31.0,82.43,2.0,Clothing
CUST10419,Female,North,24.0,117.63,0.0,Clothing
CUST10420,Female,North,38.0,176.72,0.0,Sports
CUST10421,Female,East,36.0,227.15,2.0,Home
CUST10422,Male,North,39.0,49.72,5.0,Clothing
CUST10423,Female,East,37.0,199.91,0.0,Home
CUST10424,Male,North,40.0,112.93,0.0,Sports
CUST10425,Female,West,49.0,157.27,3.0,Clothing
CUST10426,Male,South,41.0,355.16,0.0,Electronics
CUST10427,Female,West,25.0,159.58,7.0,Sports
CUST10428,Male,East,49.0,47.42,4.0,Clothing
CUST10429,Male,West,51.0,207.29,3.0,Home
CUST10430,Male,East,67.0,187.6,1.0,Home
CUST10431,Female,North,24.0,118.15,1.0,Clothing
CUST10432,Female,North,,270.16,,Home
CUST10433,Male,East,14.0,136.86,2.0,Clothing
CUST10434,Male,West,41.0,91.29,2.0,Clothing
CUST10435,Female,North,30.0,132.96,1.0,Home
CUST10436,Male,South,54.0,45.25,3.0,Groceries
CUST10437,Female,North,27.0,319.12,2.0,Electronics
CUST10438,Female,South,18.0,220.62,1.0,Sports
CUST10439,Male,West,30.0,274.03,3.0,Electronics
CUST10440,Male,South,15.0,153.98,0.0,Sports
CUST10441,nan,South,43.0,119.02,0.0,Sports
CUST10442,Male,South,14.0,321.43,1.0,Electronics
CUST10443,Male,South,35.0,98.12,1.0,Clothing
CUST10444,Female,North,14.0,205.96,3.0,Home
CUST10445,Female,South,,63.83,2.0,Groceries
CUST10446,nan,North,51.0,11.61,3.0,Groceries
CUST10447,Female,South,39.0,3.66,1.0,Groceries
CUST10448,Male,East,26.0,329.58,1.0,Electronics
CUST10449,Male,West,35.0,347.21,0.0,Electronics
CUST10450,Female,South,35.0,107.44,2.0,Clothing
CUST10451,Female,East,40.0,52.66,4.0,Groceries
CUST10452,Male,South,21.0,137.2,1.0,Clothing
CUST10453,Female,South,41.0,73.85,3.0,Groceries
CUST10454,Male,South,8.0,300.58,0.0,Electronics
CUST10455,Female,East,29.0,220.9,2.0,Home
CUST10456,Male,West,30.0,216.23,3.0,Home
CUST10457,Male,East,41.0,189.56,3.0,Home
CUST10458,Male,West,35.0,216.67,0.0,Home
CUST10459,Male,South,21.0,123.13,1.0,Sports
CUST10460,Male,North,25.0,88.78,5.0,Groceries
CUST10461,Female,South,37.0,163.26,2.0,Home
CUST10462,Female,West,34.0,194.04,1.0,Sports
CUST10463,Female,East,29.0,164.69,3.0,Sports
CUST10464,nan,South,30.0,,,Sports
CUST10465,Male,East,42.0,55.45,2.0,Clothing
CUST10466,Male,East,30.0,82.31,1.0,Clothing
CUST10467,Female,East,34.0,105.87,2.0,Sports
CUST10468,Male,South,57.0,,0.0,Home
CUST10469,nan,East,21.0,63.9,2.0,Groceries
CUST10470,Male,East,16.0,352.55,4.0,Electronics
CUST10471,nan,South,43.0,76.69,2.0,Clothing
CUST10472,Male,East,28.0,222.97,4.0,Home
CUST10473,Female,South,32.0,141.87,1.0,Home
CUST10474,Female,West,27.0,294.49,1.0,Electronics
CUST10475,nan,West,32.0,,2.0,Electronics
CUST10476,Male,West,,147.22,0.0,Home
CUST10477,Female,East,43.0,326.01,2.0,Electronics
CUST10478,nan,North,44.0,145.75,2.0,Home
CUST10479,Female,North,21.0,313.37,2.0,Electronics
CUST10480,Female,East,23.0,297.75,4.0,Electronics
CUST10481,Female,North,7.0,,1.0,Home
CUST10482,Male,South,27.0,142.69,1.0,Sports
CUST10483,Female,North,45.0,193.37,1.0,Home
CUST10484,Female,East,40.0,32.85,1.0,Groceries
CUST10485,Female,East,33.0,350.18,1.0,Electronics
CUST10486,Male,South,35.0,45.87,0.0,Clothing
CUST10487,Male,West,28.0,340.39,1.0,Electronics
CUST10488,Female,East,37.0,37.74,3.0,Groceries
CUST10489,Female,South,43.0,129.11,3.0,Clothing
CUST10490,Male,North,19.0,130.6,5.0,Clothing
CUST10491,Female,North,,258.72,1.0,Home
CUST10492,Male,South,44.0,159.43,2.0,Sports
CUST10493,Male,South,31.0,231.07,2.0,Home
CUST10494,Male,East,42.0,142.66,0.0,Clothing
CUST10495,Male,North,,42.35,1.0,Clothing
CUST10496,Female,South,34.0,,4.0,Sports
CUST10497,Male,North,39.0,294.02,,Electronics
CUST10498,nan,South,,176.17,4.0,Sports
CUST10499,nan,North,37.0,167.8,1.0,Home
CUST10500,Female,West,40.0,332.95,3.0,Electronics
CUST10501,Female,East,37.0,185.7,3.0,Home
CUST10502,Male,North,25.0,176.92,2.0,Sports
CUST10503,Female,West,37.0,308.5,1.0,Electronics
CUST10504,Female,North,50.0,148.26,6.0,Sports
CUST10505,Male,North,,15.2,1.0,Groceries
CUST10506,Female,West,45.0,70.5,1.0,Clothing
CUST10507,Female,North,,305.29,5.0,Electronics
CUST10508,Female,North,42.0,31.44,2.0,Clothing
CUST10509,Female,East,38.0,32.75,0.0,Groceries
CUST10510,Female,West,25.0,313.85,2.0,Electronics
CUST10511,Male,West,38.0,153.72,2.0,Clothing
CUST10512,Female,South,25.0,75.37,,Clothing
CUST10513,Female,North,29.0,286.41,0.0,Electronics
CUST10514,Male,East,37.0,103.79,2.0,Clothing
CUST10515,Male,North,,63.49,1.0,Clothing
CUST10516,Male,North,23.0,,2.0,Electronics
